type,pdf,page,codice_fs,numero_documento,descrizione_pdf,descrizione_program
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,,,Pressacavo per connettore D-SUB cavo Ø3÷12 (Inotec cod. DKS100),Pressacavo per connettore D-SUB cavo Ø3÷12
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,,,,KVBS030RT40A70PY LC F16 G3)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,,,,KVBS030RT40A70PY LC F16 G3)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,725/423,,Connettore circolare maschio 19 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,725/425,,Connettore circolare maschio 19 poli size 16 orientamento W (Van-System serie KVBS),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,725/428,,Connettore circolare maschio 70 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,725/429,,Connettore circolare maschio 70 poli size 16 orientamento W (Van-System cod. KVBS030RT40A70PW LC F16 G3),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,725/430,,Connettore circolare maschio 70 poli size 16 orientamento X (Van-System cod. KVBS030RT40A70PX LC F16 G3),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,140,725/431,,Connettore circolare maschio 70 poli size 16 orientamento Y (Van-System cod. KVBS030RT40A70PY LC F16 G3),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,725/432,,Connettore circolare maschio 70 poli size 16 orientamento Z (Van-System cod. KVBS030RT40A70PZ LC F16 G3),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03N000149B326,Inserto maschio Han DDD 17 poli (Harting cod. 017 3001),Inserto maschio Han DDD 17 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03N000149B371,Inserto maschio Han DD Quad 42 poli (Harting 09 14 042 3001),Inserto maschio Han DD Quad 42 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,720/881,EC03P017920B24,Connettore circolare maschio 12 poli (Souriau UT061412PH),Connettore circolare maschio 12 poli (Souriau
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03P000122B03,Connettore volante M12 maschio 4 poli (Harting 21 03 881 1405),Connettore volante M12 maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03P002564B22,Connettore volante M12 femmina 5 poli (Harting 21 03 821 2505),Connettore volante M12 femmina 5 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03P006671B06,Connettore D-SUB maschio 2 poli (Harting cod. 110 0022),Connettore D-SUB maschio 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03P006671B13,Custodia di plastica D-SUB 9 poli 2W2C (Conec 165 X 13369 X),Custodia di plastica D-SUB 9 poli 2W2C (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,,EC03P006671B15,Pressacavo per D-SUB 9/15 poli (Conec cod. 907600),Pressacavo per D-SUB 9/15 poli (Conec cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,313/672,EC03P013465B01,Connettore rettangolare femmina 48 poli DIN (Harting cod. 09 06 248 3201),Connettore rettangolare femmina 48 poli DIN
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,720/856,EC03P016294B01,Connettore rettangolare da pannello maschio (Van-System cod. CV010116 2-39P),Connettore rettangolare da pannello maschio
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,720/858,EC03P016294B03,Connettore volante femmina 39 poli (Van-System CV010116 6-39S B),Connettore volante femmina 39 poli (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,142,725/380,,Switch Integrated ETBN (Ethernet Train Backbone Node) 14 porte 3 bypass noPoE 110V (VDS NDS01BS002),Switch Integrated ETBN (Ethernet Train Backbone
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,144,,EC03P017619B27,Connettore rettangolare tipo GDMC 3011 nero (Hirschmann cod. 931 963-100),Connettore rettangolare tipo GDMC 3011 nero
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,144,,EC03P017629B31,Custodia taglia 24 con taglio posteriore (Harting 64 30 429 0001 01),Custodia taglia 24 con taglio posteriore (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,144,720/879,EC03P017920B01,Connettore circolare femmina 4 poli (Souriau UT06104SH),Connettore circolare femmina 4 poli (Souriau
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,144,720/880,EC03P017920B10,Connettore circolare femmina 8 poli (Souriau UT06128PH),Connettore circolare femmina 8 poli (Souriau
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,144,394/074,EC03P017920B20,Connettore circolare femmina 12 poli (Souriau UT061412SH),Connettore circolare femmina 12 poli (Souriau
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,150,313/672,211EU22392B01,Connettore rettangolare femmina 48 poli DIN (Harting cod. 09 06 248 3201),Connettore rettangolare femmina 48 poli DIN
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,150,720/857,,Connettore rettangolare volante femmina 39 poli System cod. CV010116 6-39S A),Connettore rettangolare volante femmina 39 poli
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,,211VJ01592B136,"Dado nichelato a filettatura metrica M40x1,5 (Teaflex cod. DM40)","Dado nichelato a filettatura metrica M40x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,725/463,EC03P023221B10,Connettore circolare volante femmina 6 poli size (Van-System cod. C1200-03828B),Connettore circolare volante femmina 6 poli size
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,563/954,,Inserto femmina Han DDD 17 poli (Harting cod. 017 3101),Inserto femmina Han DDD 17 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,,,Inserto femmina Han DD Quad 42 poli (Harting 14 042 3101),Inserto femmina Han DD Quad 42 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,720/865,,"Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,720/864,,"Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080 (A.M.R.A. cod. RCGR78-C110-G)","Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,160,725/383,EC03P016864B10,Contattore tripolare con 1 contatto ausiliario NA cod. AF016ZB3010RT22),Contattore tripolare con 1 contatto ausiliario NA
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,,211VJ01592B136,"Dado nichelato a filettatura metrica M40x1,5 (Teaflex cod. DM40)","Dado nichelato a filettatura metrica M40x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,725/463,EC03P023221B10,Connettore circolare volante femmina 6 poli size (Van-System cod. C1200-03828B),Connettore circolare volante femmina 6 poli size
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,563/954,,Inserto femmina Han DDD 17 poli (Harting cod. 017 3101),Inserto femmina Han DDD 17 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,,,Inserto femmina Han DD Quad 42 poli (Harting 14 042 3101),Inserto femmina Han DD Quad 42 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,720/865,,"Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,720/864,,"Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080 (A.M.R.A. cod. RCGR78-C110-G)","Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,162,725/383,EC03P016864B10,Contattore tripolare con 1 contatto ausiliario NA cod. AF016ZB3010RT22),Contattore tripolare con 1 contatto ausiliario NA
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/553,211EK22984B01,Interruttore magnetotermico unipolare curva S281-UC-C6-250Vcc-FS (ABB cod. 11864323),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/555,211EK22984B03,Interruttore magnetotermico unipolare curva tipo S281-UC-C10-250Vcc-FS (ABB cod. 11864325),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/636,211EK22984B113,Interruttore magnetotermico unipolare curva S281-UC-FS-C2 (ABB cod. 11864377),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/544,211EK22984B114,Interruttore magnetotermico unipolare curva S281-UC-FS-C3 (ABB cod. 11864378),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/545,211EK22984B115,Interruttore magnetotermico unipolare curva S281-UC-FS-C4 (ABB cod. 11864379),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/594,211EK22984B14,Interruttore magnetotermico unipolare curva S281-UC-K3-250Vcc-FS (ABB cod. 11864314),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/466,211EK22984B15,Interruttore magnetotermico unipolare curva S281-UC-K6-250Vcc-FS (ABB cod. 11864315),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,550/715,211EK22984B17,Interruttore magnetotermico unipolare curva tipo S281-UC-K10-250Vcc-FS (ABB cod. 11864317),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/598,211EK22984B46,Interruttore magnetotermico bipolare curva K S282-UC-K6-250Vcc-FS (ABB cod. 11865259),Interruttore magnetotermico bipolare curva K
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/593,211EK22984B48,Interruttore magnetotermico bipolare curva K S282-UC-K10-250Vcc-FS (ABB cod. 11865261),Interruttore magnetotermico bipolare curva K
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,330/936,211EK22984BA2,Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM (ABB cod. 11200320),Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,164,,EC03P020926B01,Supporto terminale E/NS 35 N (Phoenix cod. 0800886),Supporto terminale E/NS 35 N (Phoenix cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/553,211EK22984B01,Interruttore magnetotermico unipolare curva S281-UC-C6-250Vcc-FS (ABB cod. 11864323),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/555,211EK22984B03,Interruttore magnetotermico unipolare curva tipo S281-UC-C10-250Vcc-FS (ABB cod. 11864325),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/636,211EK22984B113,Interruttore magnetotermico unipolare curva S281-UC-FS-C2 (ABB cod. 11864377),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/544,211EK22984B114,Interruttore magnetotermico unipolare curva S281-UC-FS-C3 (ABB cod. 11864378),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/545,211EK22984B115,Interruttore magnetotermico unipolare curva S281-UC-FS-C4 (ABB cod. 11864379),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/594,211EK22984B14,Interruttore magnetotermico unipolare curva S281-UC-K3-250Vcc-FS (ABB cod. 11864314),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/466,211EK22984B15,Interruttore magnetotermico unipolare curva S281-UC-K6-250Vcc-FS (ABB cod. 11864315),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,550/715,211EK22984B17,Interruttore magnetotermico unipolare curva tipo S281-UC-K10-250Vcc-FS (ABB cod. 11864317),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/598,211EK22984B46,Interruttore magnetotermico bipolare curva K S282-UC-K6-250Vcc-FS (ABB cod. 11865259),Interruttore magnetotermico bipolare curva K
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/593,211EK22984B48,Interruttore magnetotermico bipolare curva K S282-UC-K10-250Vcc-FS (ABB cod. 11865261),Interruttore magnetotermico bipolare curva K
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,330/936,211EK22984BA2,Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM (ABB cod. 11200320),Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,166,,EC03P020926B01,Supporto terminale E/NS 35 N (Phoenix cod. 0800886),Supporto terminale E/NS 35 N (Phoenix cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,172,,,Supporto per selettore/pulsante (Panduit cod. GB0239HI),Supporto per selettore/pulsante (Panduit cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,172,721/021,211VU01480B01,Connettore femmina 24 poli (TE Connectivity 284874-1),Connettore femmina 24 poli (TE Connectivity
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,178,,0302887,Distributore tipo H WINSTA MIDI 3 poli (Wago 633),Distributore tipo H WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,178,,0302909,Inserto di bloccaggio WINSTA MIDI 3 poli (Wago 770-111),Inserto di bloccaggio WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,178,,0302910,Piastra di montaggio WINSTA MIDI 3 poli (Wago 770-623),Piastra di montaggio WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,180,,211NJ50235B06,Guaina trecciata nera Ø10 mm (Hellermann HEGPETFR10-BK),Guaina trecciata nera Ø10 mm (Hellermann
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,180,,EC03P017899B15,Distributore tipo H WINSTA MIDI 3 poli (Wago 770-633),Distributore tipo H WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,180,,EC03P017899B16,Piastra di montaggio WINSTA MIDI 3 poli (Wago 770-623),Piastra di montaggio WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,180,,EC03P017899B06,Inserto di bloccaggio WINSTA MIDI 3 poli (Wago 770-111),Inserto di bloccaggio WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,182,,211NJ50235B06,Guaina trecciata nera Ø10 mm (Hellermann Tyton HEGPETFR10-BK),Guaina trecciata nera Ø10 mm (Hellermann Tyton
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,182,,,Distributore tipo H WINSTA MIDI 3 poli (Wago 633),Distributore tipo H WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,182,,,Piastra di montaggio WINSTA MIDI 3 poli (Wago 770-623),Piastra di montaggio WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,182,,,Inserto di bloccaggio WINSTA MIDI 3 poli (Wago 770-111),Inserto di bloccaggio WINSTA MIDI 3 poli (Wago
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,,,,UC tipo S201 (ABB cod. 4448218)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,725/411,SC206887,Dispositivo di messa a terra manuale (Eleron AC1223030),Dispositivo di messa a terra manuale (Eleron
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,,SC204386,Guarnizione autobloccante in silicone 70 ±5 (EMKA cod. 1011-S47-BF),Guarnizione autobloccante in silicone 70 ±5
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,,SC206854,"Resistenza shunt 1000A 60mV 0,2R (Knick cod. Maconic M1000HS)","Resistenza shunt 1000A 60mV 0,2R (Knick cod."
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,725/800,SC206856,Interruttore magnetotermico unipolare curva UC tipo S201 (ABB cod. 4448331),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,725/801,SC206857,Interruttore magnetotermico unipolare curva UC tipo S201 (ABB cod. 4448232),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,190,725/802,SC206858,Interruttore magnetotermico unipolare curva UC tipo S201 (ABB cod. 4448218),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,194,730/897,SM1136058,Assieme asta leva di manovra Ø16 mm rivestita epossidica,Assieme asta leva di manovra Ø16 mm rivestita
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,194,,TG1223025,Targhetta adesiva colore bianco per estrazione messa a terra,Targhetta adesiva colore bianco per estrazione
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,194,,TG1223026,Targhetta adesiva colore rosso per estrazione servizio,Targhetta adesiva colore rosso per estrazione
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,204,895/543,,Microinterruttore Schaltbau tipo S826b contatti in argento,Microinterruttore Schaltbau tipo S826b
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,204,,,Microinterruttore Schaltbau tipo S826b contatti in oro,Microinterruttore Schaltbau tipo S826b
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,214,,,Contatto S41202 / interruttore ausiliario Schaltbau S800b,Contatto S41202 / interruttore ausiliario Schaltbau
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,220,,SC201569,Contatto femmina sez. 1 mm² (Harting cod. 09 6405),Contatto femmina sez. 1 mm² (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,220,311/961,PU196084P0001,"Contatto femmina sez. 2,5 mm² (Veam cod. 2796422T12)","Contatto femmina sez. 2,5 mm² (Veam cod. 27964-"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,220,,SC201186,"Contatto femmina sez. 2,5 mm² (Harting cod. 6402)","Contatto femmina sez. 2,5 mm² (Harting cod."
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/553,211EK22984B01,Interruttore magnetotermico unipolare curva S281-UC-C6-250Vcc-FS (ABB cod. 11864323),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/555,211EK22984B03,Interruttore magnetotermico unipolare curva S281-UC-C10-250Vcc-FS (ABB cod. 11864325),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/558,211EK22984B06,Interruttore magnetotermico unipolare curva S281-UC-C25-250Vcc-FS (ABB cod. 11864328),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/544,211EK22984B114,Interruttore magnetotermico unipolare curva S281-UC-FS-C3 (ABB cod. 11864378),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/594,211EK22984B14,Interruttore magnetotermico unipolare curva S281-UC-K3-250Vcc-FS (ABB cod. 11864314),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/466,211EK22984B15,Interruttore magnetotermico unipolare curva S281-UC-K6-250Vcc-FS (ABB cod. 11864315),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/368,211EK22984B18,Interruttore magnetotermico unipolare curva S281-UC-K16-250Vcc-FS (ABB cod. 11864318),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,330/936,211EK22984BA2,Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM cod. 11200320),Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,,211NU50191B02,Connettore di alimentazione volante a 3 vie (Connei cod. CEA03P000),Connettore di alimentazione volante a 3 vie (Connei
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,313/620,211NU50228B34,Connettore volante femmina 6 poli (TE Connectivity cod. 178289-3),Connettore volante femmina 6 poli (TE Connectivity
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,226,725/386,211VD01011B1204,"Relè monostabile istantaneo, tempo fisso 2 secondi (A.M.R.A. cod. UTMRZ01-C110-02S)","Relè monostabile istantaneo, tempo fisso 2 secondi"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,549/973,,Connettore D-SUB femmina 9 poli (Harting cod. 009 4701),Connettore D-SUB femmina 9 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,549/974,,Connettore D-SUB maschio 9 poli (Harting cod. 009 5601),Connettore D-SUB maschio 9 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,,,Custodia 25 poli passo 4-40 (Harting cod. 61 0017),Custodia 25 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,720/849,,Connettore D-SUB femmina 25 poli (Harting 67 025 4701),Connettore D-SUB femmina 25 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,,,Custodia 9 poli passo 4-40 (Harting cod. 61 0010),Custodia 9 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,725/383,EC03P016864B10,Contattore tripolare con 1 contatto ausiliario cod. AF016ZB3010RT22),Contattore tripolare con 1 contatto ausiliario
